Profit,Genre,Budget,externalContributor,enabled,Worldwide Gross,artist,id,match,likedCount,thumbnailUrl,playcount,points,external,Film,likeCount,name,visible,department,displayName,Rotten Tomatoes,followingCount,followerCount,Story,level
2,Engineering,2,false,false,2,daniel.kazak,4252,2,2,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,2,1310,false,daniel.kazak,0,daniel.kazak,true,Engineering,Daniel Kazak,0,5,26,Engineering,Level 2
13,Support,27,false,true,13,andrew.leewis,5758,27,13,https://brewspace.jiveland.com/api/core/v3/people/5758/avatar,27,2666,false,andrew.leewis,14,andrew.leewis,true,Support,Andrew Leewis,14,64,41,Support,Level 3
187,Sales Management,367,false,true,187,ben.austin,5793,367,187,https://brewspace.jiveland.com/api/core/v3/people/5793/avatar,367,10498,false,ben.austin,180,ben.austin,true,Sales Management,Ben Austin,180,328,136,Sales Management,Level 4
219,Support,421,false,true,219,bob.geiger,3763,421,219,https://brewspace.jiveland.com/api/core/v3/people/3763/avatar,421,22900,false,bob.geiger,202,bob.geiger,true,Support,Bob Geiger,202,135,126,Support,Level 5
7,Inside Sales,17,false,true,7,steve.tonella,5591,17,7,https://brewspace.jiveland.com/api/core/v3/people/5591/avatar,17,4240,false,steve.tonella,10,steve.tonella,true,Inside Sales,Steve Tonella,10,20,31,Inside Sales,Level 3
503,Marketing,1089,false,true,503,gia.lyons,2638,1089,503,https://brewspace.jiveland.com/api/core/v3/people/2638/avatar,1089,77256,false,gia.lyons,586,gia.lyons,true,Marketing,Gia Lyons,586,319,558,Marketing,Level 7
153,IT,351,false,true,153,greg.crowe,3511,351,153,https://brewspace.jiveland.com/api/core/v3/people/3511/avatar,351,16859,false,greg.crowe,198,greg.crowe,true,IT,Greg Crowe,198,163,115,IT,Level 5
19,Marketing,37,false,true,19,judi.lettrich,5300,37,19,https://brewspace.jiveland.com/api/core/v3/people/5300/avatar,37,6898,false,judi.lettrich,18,judi.lettrich,true,Marketing,Judi Lettrich,18,104,80,Marketing,Level 4
144,Engineering,177,false,true,144,eric.griswold,5354,177,144,https://brewspace.jiveland.com/api/core/v3/people/5354/avatar,177,8865,false,eric.griswold,33,eric.griswold,true,Engineering,Eric Griswold,33,30,34,Engineering,Level 4
77,Strategy,159,false,true,77,john.toker,4554,159,77,https://brewspace.jiveland.com/api/core/v3/people/4554/avatar,159,7573,false,john.toker,82,john.toker,true,Strategy,John Toker,82,110,100,Strategy,Level 4
19,Field Sales,38,false,true,19,tom.elliott,6044,38,19,https://brewspace.jiveland.com/api/core/v3/people/6044/avatar,38,2931,false,tom.elliott,19,tom.elliott,true,Field Sales,Tom Elliott,19,30,25,Field Sales,Level 3
23,Inside Sales - US,43,false,true,23,jane.prince,5958,43,23,https://brewspace.jiveland.com/api/core/v3/people/5958/avatar,43,2917,false,jane.prince,20,jane.prince,true,Inside Sales - US,Jane Prince,20,32,22,Inside Sales - US,Level 3
15,Field Sales,22,false,true,15,ralph.bozzini,5454,22,15,https://brewspace.jiveland.com/api/core/v3/people/5454/avatar,22,3370,false,ralph.bozzini,7,ralph.bozzini,true,Field Sales,Ralph Bozzini,7,32,33,Field Sales,Level 3
5,Engineering,9,false,true,5,simon.ratner,5691,9,5,https://brewspace.jiveland.com/api/core/v3/people/5691/avatar,9,4057,false,simon.ratner,4,simon.ratner,true,Engineering,Simon Ratner,4,29,29,Engineering,Level 3
194,Marketing,371,false,true,194,suzame.tong,2738,371,194,https://brewspace.jiveland.com/api/core/v3/people/2738/avatar,371,32438,false,suzame.tong,177,suzame.tong,true,Marketing,Suzame Tong,177,224,204,Marketing,Level 6
5,Alliances,5,false,false,5,glenn.oclassen,5519,5,5,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,5,4605,false,glenn.oclassen,0,glenn.oclassen,true,Alliances,Glenn Oclassen,0,50,41,Alliances,Level 3
13,Field Sales - US East,15,false,true,13,steven.klein,2888,15,13,https://brewspace.jiveland.com/api/core/v3/people/2888/avatar,15,6859,false,steven.klein,2,steven.klein,true,Field Sales - US East,Steven Klein,2,69,88,Field Sales - US East,Level 4
9,Professional Services,24,false,true,9,spenser.lea,5756,24,9,https://brewspace.jiveland.com/api/core/v3/people/5756/avatar,24,3255,false,spenser.lea,15,spenser.lea,true,Professional Services,Spenser Lea,15,37,32,Professional Services,Level 3
11,Engineering,25,false,true,11,david.kohen,6481,25,11,https://brewspace.jiveland.com/api/core/v3/people/6481/avatar,25,1500,false,david.kohen,14,david.kohen,true,Engineering,David Kohen,14,11,11,Engineering,Level 2
1,Finance,1,false,true,1,eric.kranda,6546,1,1,https://brewspace.jiveland.com/api/core/v3/people/6546/avatar,1,207,false,eric.kranda,0,eric.kranda,true,Finance,Eric Kranda,0,32,14,Finance,Level 1
3,Engineering,12,false,true,3,rodrigo.rincon,5317,12,3,https://brewspace.jiveland.com/api/core/v3/people/5317/avatar,12,1785,false,rodrigo.rincon,9,rodrigo.rincon,true,Engineering,Rodrigo Rincon,9,12,12,Engineering,Level 2
7,Support,20,false,true,7,douglas.day,5891,20,7,https://brewspace.jiveland.com/api/core/v3/people/5891/avatar,20,2800,false,douglas.day,13,douglas.day,true,Support,Douglas Day,13,25,25,Support,Level 3
17,Support,19,false,true,17,richard.holmes,6007,19,17,https://brewspace.jiveland.com/api/core/v3/people/6007/avatar,19,1949,false,richard.holmes,2,richard.holmes,true,Support,Richard Holmes,2,14,15,Support,Level 2
74,Support,338,false,true,74,nicholas.lawrence,5600,338,74,https://brewspace.jiveland.com/api/core/v3/people/5600/avatar,338,11349,false,nicholas.lawrence,264,nicholas.lawrence,true,Support,Nicholas Lawrence,264,55,48,Support,Level 4
1,HR,1,false,true,1,dana.harduf,4067,1,1,https://brewspace.jiveland.com/api/core/v3/people/4067/avatar,1,494,false,dana.harduf,0,dana.harduf,true,HR,Dana Harduf,0,9,23,HR,Level 1
44,Solution Enablement,80,false,true,44,ketu.shah,4300,80,44,https://brewspace.jiveland.com/api/core/v3/people/4300/avatar,80,15411,false,ketu.shah,36,ketu.shah,true,Solution Enablement,Ketu Shah,36,75,87,Solution Enablement,Level 5
3,Field Sales,4,false,true,3,fernando.de.allende,4652,4,3,https://brewspace.jiveland.com/api/core/v3/people/4652/avatar,4,3813,false,fernando.de.allende,1,fernando.de.allende,true,Field Sales,Fernando De Allende,1,34,46,Field Sales,Level 3
32,Sales Engineers - US,112,false,true,32,caster.parham,6107,112,32,https://brewspace.jiveland.com/api/core/v3/people/6107/avatar,112,2282,false,caster.parham,80,caster.parham,true,Sales Engineers - US,Caster Parham,80,55,23,Sales Engineers - US,Level 3
8,Support,25,false,true,8,chris.collins,6344,25,8,https://brewspace.jiveland.com/api/core/v3/people/6344/avatar,25,1679,false,chris.collins,17,chris.collins,true,Support,Chris Collins,17,31,19,Support,Level 2
2,Marketing,2,false,true,2,ursula.gagne,3274,2,2,https://brewspace.jiveland.com/api/core/v3/people/3274/avatar,2,298,false,ursula.gagne,0,ursula.gagne,true,Marketing,Ursula Gagne,0,3,6,Marketing,Level 1
9,"",9,false,true,9,chewbacca,3426,9,9,https://brewspace.jiveland.com/api/core/v3/people/3426/avatar,9,993,false,chewbacca,0,chewbacca,true,"",Chewbacca Tyrone,0,67,108,"",Level 2
105,Product Marketing,185,false,true,105,gummi,5719,185,105,https://brewspace.jiveland.com/api/core/v3/people/5719/avatar,185,11904,false,gummi,80,gummi,true,Product Marketing,Gummi Gunnlaugsson,80,63,65,Product Marketing,Level 4
5,Engineering,10,false,true,5,fernando.foschiatti,5517,10,5,https://brewspace.jiveland.com/api/core/v3/people/5517/avatar,10,1042,false,fernando.foschiatti,5,fernando.foschiatti,true,Engineering,Fernando Foschiatti,5,7,8,Engineering,Level 2
73,Engineering,127,false,true,73,rohit.sonak,2886,127,73,https://brewspace.jiveland.com/api/core/v3/people/2886/avatar,127,9174,false,rohit.sonak,54,rohit.sonak,true,Engineering,Rohit Sonak,54,128,89,Engineering,Level 4
0,,1,false - nf,false - nf,0,jeromesamy,,1,0,,1,0,false - nf,jeromesamy,1,jeromesamy,false - nf,,1,,,,none
123,Finance,196,false,true,123,jeff.baldwin,4550,196,123,https://brewspace.jiveland.com/api/core/v3/people/4550/avatar,196,9510,false,jeff.baldwin,73,jeff.baldwin,true,Finance,Jeff Baldwin,73,114,72,Finance,Level 4
2,Engineering,3,false,true,2,maximiliano.lagos,4752,3,2,https://brewspace.jiveland.com/api/core/v3/people/4752/avatar,3,1900,false,maximiliano.lagos,1,maximiliano.lagos,true,Engineering,Maximiliano Lagos,1,15,19,Engineering,Level 2
41,Hosting,97,false,true,41,bryan.ward,5350,97,41,https://brewspace.jiveland.com/api/core/v3/people/5350/avatar,97,7900,false,bryan.ward,56,bryan.ward,true,Hosting,Bryan Ward,56,75,41,Hosting,Level 4
39,Engineering,89,false,true,39,matthew.spera,4702,89,39,https://brewspace.jiveland.com/api/core/v3/people/4702/avatar,89,5927,false,matthew.spera,50,matthew.spera,true,Engineering,Matt Spera,50,69,54,Engineering,Level 4
15,Solution Enablement,21,false,true,15,michelle.gantt,4267,21,15,https://brewspace.jiveland.com/api/core/v3/people/4267/avatar,21,11171,false,michelle.gantt,6,michelle.gantt,true,Solution Enablement,Michelle Gantt,6,90,71,Solution Enablement,Level 4
18,IT,28,false,true,18,ryan.er,5900,28,18,https://brewspace.jiveland.com/api/core/v3/people/5900/avatar,28,1572,false,ryan.er,10,ryan.er,true,IT,Ryan Er,10,14,9,IT,Level 2
9,Marketing,17,false,true,9,kelly.carlsted,6307,17,9,https://brewspace.jiveland.com/api/core/v3/people/6307/avatar,17,2451,false,kelly.carlsted,8,kelly.carlsted,true,Marketing,Kelly Carlsted,8,8,8,Marketing,Level 3
5,Sales,13,false,true,5,stephen.pritchard,6342,13,5,https://brewspace.jiveland.com/api/core/v3/people/6342/avatar,13,652,false,stephen.pritchard,8,stephen.pritchard,true,Sales,Stephen Pritchard,8,19,10,Sales,Level 2
44,Infrastructure Engineering,80,false,true,44,bala.sathiamurthy,5919,80,44,https://brewspace.jiveland.com/api/core/v3/people/5919/avatar,80,8598,false,bala.sathiamurthy,36,bala.sathiamurthy,true,Infrastructure Engineering,Bala Sathiamurthy,36,45,49,Infrastructure Engineering,Level 4
100,Engineering,134,false,true,100,william.davison,4650,134,100,https://brewspace.jiveland.com/api/core/v3/people/4650/avatar,134,9192,false,william.davison,34,william.davison,true,Engineering,William Davison,34,67,51,Engineering,Level 4
36,Support,52,false,true,36,patrick.stoneburner,4600,52,36,https://brewspace.jiveland.com/api/core/v3/people/4600/avatar,52,7506,false,patrick.stoneburner,16,patrick.stoneburner,true,Support,Patrick Stoneburner,16,76,54,Support,Level 4
29,Marketing,51,false,true,29,tyler.oates,6105,51,29,https://brewspace.jiveland.com/api/core/v3/people/6105/avatar,51,1694,false,tyler.oates,22,tyler.oates,true,Marketing,Tyler Oates,22,16,15,Marketing,Level 2
3,Engineering,3,false,false,3,meganc,2047,3,3,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,3,8440,false,meganc,0,meganc,true,Engineering,Megan Chinburg,0,43,87,Engineering,Level 4
16,Support,37,false,true,16,todd.bowersock,5550,37,16,https://brewspace.jiveland.com/api/core/v3/people/5550/avatar,37,4422,false,todd.bowersock,21,todd.bowersock,true,Support,Todd Bowersock,21,34,31,Support,Level 3
50,Product Management,153,false,true,50,gunnar,5717,153,50,https://brewspace.jiveland.com/api/core/v3/people/5717/avatar,153,10215,false,gunnar,103,gunnar,true,Product Management,Gunnar Holmsteinn,103,64,85,Product Management,Level 4
92,Engineering,219,false,true,92,mike.cumings,3424,219,92,https://brewspace.jiveland.com/api/core/v3/people/3424/avatar,219,10515,false,mike.cumings,127,mike.cumings,true,Engineering,Mike Cumings,127,136,113,Engineering,Level 4
4,Engineering,8,false,true,4,sharon.grihovod,5469,8,4,https://brewspace.jiveland.com/api/core/v3/people/5469/avatar,8,2449,false,sharon.grihovod,4,sharon.grihovod,true,Engineering,Sharon Grihovod,4,2,8,Engineering,Level 3
38,Support,68,false,true,38,aaron.thompson,5752,68,38,https://brewspace.jiveland.com/api/core/v3/people/5752/avatar,68,5911,false,aaron.thompson,30,aaron.thompson,true,Support,Aaron Thompson,30,56,35,Support,Level 4
12,Engineering,20,false,true,12,shali.shaltiel,3978,20,12,https://brewspace.jiveland.com/api/core/v3/people/3978/avatar,20,6878,false,shali.shaltiel,8,shali.shaltiel,true,Engineering,Shali Shaltiel,8,36,47,Engineering,Level 4
44,Support,127,false,true,44,matthew.tervo,4700,127,44,https://brewspace.jiveland.com/api/core/v3/people/4700/avatar,127,5923,false,matthew.tervo,83,matthew.tervo,true,Support,Matthew Tervo,83,31,43,Support,Level 4
19,Engineering,156,false,true,19,nebiyu.yohannes,2197,156,19,https://brewspace.jiveland.com/api/core/v3/people/2197/avatar,156,6504,false,nebiyu.yohannes,137,nebiyu.yohannes,true,Engineering,Nebiyu Yohannes,137,190,123,Engineering,Level 4
14,Support,60,false,true,14,alex.steinbaugh,6003,60,14,https://brewspace.jiveland.com/api/core/v3/people/6003/avatar,60,2044,false,alex.steinbaugh,46,alex.steinbaugh,true,Support,Alex Steinbaugh,46,47,39,Support,Level 3
9,Professional Services,20,false,true,9,guadalupe.garcia,3524,20,9,https://brewspace.jiveland.com/api/core/v3/people/3524/avatar,20,4643,false,guadalupe.garcia,11,guadalupe.garcia,true,Professional Services,Guadalupe Garcia,11,8,37,Professional Services,Level 3
100,Solution Enablement,261,false,true,100,emre.atalay,3070,261,100,https://brewspace.jiveland.com/api/core/v3/people/3070/avatar,261,18452,false,emre.atalay,161,emre.atalay,true,Solution Enablement,Emre Atalay,161,161,120,Solution Enablement,Level 5
64,Professional Services,69,false,true,64,simon.levene,6507,69,64,https://brewspace.jiveland.com/api/core/v3/people/6507/avatar,69,1320,false,simon.levene,5,simon.levene,true,Professional Services,Simon Levene,5,18,37,Professional Services,Level 2
3,Marketing,3,false,false,3,kristina.johansson,2530,3,3,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,3,5395,false,kristina.johansson,0,kristina.johansson,true,Marketing,Kristina Johansson,0,111,145,Marketing,Level 4
35,Finance,53,false,true,35,cathy.denham,6305,53,35,https://brewspace.jiveland.com/api/core/v3/people/6305/avatar,53,2308,false,cathy.denham,18,cathy.denham,true,Finance,Cathy Denham,18,30,19,Finance,Level 3
14,Inside Sales,44,false,true,14,Kathrin.Leimann,6057,44,14,https://brewspace.jiveland.com/api/core/v3/people/6057/avatar,44,2876,false,Kathrin.Leimann,30,Kathrin.Leimann,true,Inside Sales,Kathrin Leimann,30,29,18,Inside Sales,Level 3
69,Professional Services,184,false,true,69,arnold.benson,3674,184,69,https://brewspace.jiveland.com/api/core/v3/people/3674/avatar,184,9293,false,arnold.benson,115,arnold.benson,true,Professional Services,Arnold Benson,115,119,93,Professional Services,Level 4
49,IT,124,false,true,49,Ashley.Todd,3624,124,49,https://brewspace.jiveland.com/api/core/v3/people/3624/avatar,124,9467,false,Ashley.Todd,75,Ashley.Todd,true,IT,Ashley Todd,75,88,72,IT,Level 4
4,Inside Sales,9,false,true,4,charles.dunn,4719,9,4,https://brewspace.jiveland.com/api/core/v3/people/4719/avatar,9,4705,false,charles.dunn,5,charles.dunn,true,Inside Sales,Charles Dunn,5,131,54,Inside Sales,Level 3
117,Product Management,133,false,true,117,josh.richau,2782,133,117,https://brewspace.jiveland.com/api/core/v3/people/2782/avatar,133,24601,false,josh.richau,16,josh.richau,true,Product Management,Josh Richau,16,85,149,Product Management,Level 5
15,Finance,29,false,true,15,jeffrey.burrows,5367,29,15,https://brewspace.jiveland.com/api/core/v3/people/5367/avatar,29,3737,false,jeffrey.burrows,14,jeffrey.burrows,true,Finance,Jeffrey Burrows,14,61,34,Finance,Level 3
5,Field Sales,5,false,true,5,jason.ohmann,5467,5,5,https://brewspace.jiveland.com/api/core/v3/people/5467/avatar,5,3681,false,jason.ohmann,0,jason.ohmann,true,Field Sales,Jason Ohmann,0,21,33,Field Sales,Level 3
1,Enterprise Solutions,3,false,true,1,offir.talmor,3976,3,1,https://brewspace.jiveland.com/api/core/v3/people/3976/avatar,3,5067,false,offir.talmor,2,offir.talmor,true,Enterprise Solutions,Offir Talmor,2,54,56,Enterprise Solutions,Level 4
30,Engineering,84,false,true,30,alex.evans,3270,84,30,https://brewspace.jiveland.com/api/core/v3/people/3270/avatar,84,7032,false,alex.evans,54,alex.evans,true,Engineering,Alex Evans,54,108,90,Engineering,Level 4
1,Legal,5,false,true,1,lisa.jurinka,5513,5,1,https://brewspace.jiveland.com/api/core/v3/people/5513/avatar,5,2196,false,lisa.jurinka,4,lisa.jurinka,true,Legal,Lisa Jurinka,4,34,31,Legal,Level 3
23,Finance,48,false,true,23,denise.pacquette,5211,48,23,https://brewspace.jiveland.com/api/core/v3/people/5211/avatar,48,3269,false,denise.pacquette,25,denise.pacquette,true,Finance,Denise Paquette,25,16,14,Finance,Level 3
16,Product Marketing,96,false,true,16,alexander.pavlovski,5769,96,16,https://brewspace.jiveland.com/api/core/v3/people/5769/avatar,96,2482,false,alexander.pavlovski,80,alexander.pavlovski,true,Product Marketing,Alex Pavlovski,80,20,17,Product Marketing,Level 3
50,Engineering,96,false,true,50,nigel.daley,3774,96,50,https://brewspace.jiveland.com/api/core/v3/people/3774/avatar,96,16325,false,nigel.daley,46,nigel.daley,true,Engineering,Nigel Daley,46,71,148,Engineering,Level 5
45,IT,60,false,true,45,tom.samson,3522,60,45,https://brewspace.jiveland.com/api/core/v3/people/3522/avatar,60,4998,false,tom.samson,15,tom.samson,true,IT,Tom Samson,15,44,45,IT,Level 3
120,Engineering,267,false,true,120,sarah.huang,4465,267,120,https://brewspace.jiveland.com/api/core/v3/people/4465/avatar,267,16454,false,sarah.huang,147,sarah.huang,true,Engineering,Sarah Huang,147,77,139,Engineering,Level 5
8,Field Sales,11,false,true,8,peter.vonbredow,5613,11,8,https://brewspace.jiveland.com/api/core/v3/people/5613/avatar,11,2898,false,peter.vonbredow,3,peter.vonbredow,true,Field Sales,Peter von Bredow,3,23,22,Field Sales,Level 3
94,Hosting,101,false,true,94,George.Berger,3622,101,94,https://brewspace.jiveland.com/api/core/v3/people/3622/avatar,101,8210,false,George.Berger,7,George.Berger,true,Hosting,George Berger,7,23,67,Hosting,Level 4
1,HR,4,false,true,1,christina.azzolina,3320,4,1,https://brewspace.jiveland.com/api/core/v3/people/3320/avatar,4,4960,false,christina.azzolina,3,christina.azzolina,true,HR,Christina Azzolina,3,147,110,HR,Level 3
76,Services Management,80,false,true,76,paul.crerand,2780,80,76,https://brewspace.jiveland.com/api/core/v3/people/2780/avatar,80,16462,false,paul.crerand,4,paul.crerand,true,Services Management,Paul Crerand,4,130,133,Services Management,Level 5
93,HR,107,false,true,93,chrissie.bagan,4565,107,93,https://brewspace.jiveland.com/api/core/v3/people/4565/avatar,107,5889,false,chrissie.bagan,14,chrissie.bagan,true,HR,Chrissie Bagan,14,75,85,HR,Level 4
1,Field Sales,1,false,false,1,michael.bertoni,5465,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,4138,false,michael.bertoni,0,michael.bertoni,true,Field Sales,Michael Bertoni,0,6,38,Field Sales,Level 3
84,Enterprise Solutions,142,false,true,84,lev.waisberg,3974,142,84,https://brewspace.jiveland.com/api/core/v3/people/3974/avatar,142,10429,false,lev.waisberg,58,lev.waisberg,true,Enterprise Solutions,Lev Waisberg,58,69,67,Enterprise Solutions,Level 4
1,Marketing,3,false,true,1,geoff.sim,6605,3,1,https://brewspace.jiveland.com/api/core/v3/people/6605/avatar,3,214,false,geoff.sim,2,geoff.sim,true,Marketing,Geoff Sim,2,16,15,Marketing,Level 1
46,Engineering,71,false,true,46,francisco,2058,71,46,https://brewspace.jiveland.com/api/core/v3/people/2058/avatar,71,6808,false,francisco,25,francisco,true,Engineering,Francisco Vives,25,66,64,Engineering,Level 4
18,Support,41,false,true,18,frank.davalos,4615,41,18,https://brewspace.jiveland.com/api/core/v3/people/4615/avatar,41,3826,false,frank.davalos,23,frank.davalos,true,Support,Frank Davalos,23,33,37,Support,Level 3
510,Engineering,752,false,true,510,aaron,2008,752,510,https://brewspace.jiveland.com/api/core/v3/people/2008/avatar,752,91621,false,aaron,242,aaron,true,Engineering,Aaron Johnson,242,468,461,Engineering,Level 7
34,Engineering,199,false,true,34,aaron.bailey,3470,199,34,https://brewspace.jiveland.com/api/core/v3/people/3470/avatar,199,7073,false,aaron.bailey,165,aaron.bailey,true,Engineering,Aaron Bailey,165,123,110,Engineering,Level 4
25,Field Sales - US Central,40,false,true,25,joe.taborek,5713,40,25,https://brewspace.jiveland.com/api/core/v3/people/5713/avatar,40,6537,false,joe.taborek,15,joe.taborek,true,Field Sales - US Central,Joe Taborek,15,29,52,Field Sales - US Central,Level 4
62,Engineering,135,false,true,62,seth.pellegrino,3187,135,62,https://brewspace.jiveland.com/api/core/v3/people/3187/avatar,135,13837,false,seth.pellegrino,73,seth.pellegrino,true,Engineering,Seth Pellegrino,73,129,125,Engineering,Level 5
130,Product Marketing,132,false,true,130,nathan.rawlins,2880,132,130,https://brewspace.jiveland.com/api/core/v3/people/2880/avatar,132,21898,false,nathan.rawlins,2,nathan.rawlins,true,Product Marketing,Nathan Rawlins,2,49,312,Product Marketing,Level 5
1,HR,1,false,false,1,helen.fieler,3439,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,868,false,helen.fieler,0,helen.fieler,true,HR,Helen Fieler,0,35,41,HR,Level 2
93,Professional Services,179,false,true,93,sarah.brodywebb,5565,179,93,https://brewspace.jiveland.com/api/core/v3/people/5565/avatar,179,8925,false,sarah.brodywebb,86,sarah.brodywebb,true,Professional Services,Sarah Brody Webb,86,98,64,Professional Services,Level 4
87,Support,226,false,true,87,david.brixey,2899,226,87,https://brewspace.jiveland.com/api/core/v3/people/2899/avatar,226,17855,false,david.brixey,139,david.brixey,true,Support,David Brixey,139,112,115,Support,Level 5
159,Business Development,175,false,true,159,chris.morace,2158,175,159,https://brewspace.jiveland.com/api/core/v3/people/2158/avatar,175,32306,false,chris.morace,16,chris.morace,true,Business Development,Christopher Morace,16,49,449,Business Development,Level 6
36,Marketing,61,false,true,36,stuart.marshall,4211,61,36,https://brewspace.jiveland.com/api/core/v3/people/4211/avatar,61,6656,false,stuart.marshall,25,stuart.marshall,true,Marketing,Stuart Marshall,25,88,72,Marketing,Level 4
7,Sales Engineers,9,false,true,7,alan.mon,4563,9,7,https://brewspace.jiveland.com/api/core/v3/people/4563/avatar,9,4330,false,alan.mon,2,alan.mon,true,Sales Engineers,Alan Mon,2,94,58,Sales Engineers,Level 3
1,HR,11,false,false,1,renee.rose,5328,11,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,11,659,false,renee.rose,10,renee.rose,true,HR,Renee Rose,10,46,32,HR,Level 2
63,Engineering,151,false,true,63,taylor.thornton,3872,151,63,https://brewspace.jiveland.com/api/core/v3/people/3872/avatar,151,14910,false,taylor.thornton,88,taylor.thornton,true,Engineering,Taylor Thornton,88,13,68,Engineering,Level 5
1,Hosting,3,false,true,1,deepak.malik,6198,3,1,https://brewspace.jiveland.com/api/core/v3/people/6198/avatar,3,1464,false,deepak.malik,2,deepak.malik,true,Hosting,Deepak Malik,2,45,18,Hosting,Level 2
3,Engineering,5,false,true,3,shadi.calcagni,2747,5,3,https://brewspace.jiveland.com/api/core/v3/people/2747/avatar,5,1737,false,shadi.calcagni,2,shadi.calcagni,true,Engineering,Shadi Calcagni,2,41,35,Engineering,Level 2
145,Product Management,365,false,true,145,marnie.pasciuto-wood,3185,365,145,https://brewspace.jiveland.com/api/core/v3/people/3185/avatar,365,16723,false,marnie.pasciuto-wood,220,marnie.pasciuto-wood,true,Product Management,Marnie Pasciuto-Wood,220,86,120,Product Management,Level 5
203,Product Management,325,false,true,203,oudi.antebi,3972,325,203,https://brewspace.jiveland.com/api/core/v3/people/3972/avatar,325,28033,false,oudi.antebi,122,oudi.antebi,true,Product Management,Oudi Antebi,122,76,448,Product Management,Level 6
13,Field Sales,34,false,true,13,rosemary.smart,4663,34,13,https://brewspace.jiveland.com/api/core/v3/people/4663/avatar,34,9307,false,rosemary.smart,21,rosemary.smart,true,Field Sales,Rosemary Smart,21,120,75,Field Sales,Level 4
34,Professional Services,44,false,true,34,david.nicholls,5463,44,34,https://brewspace.jiveland.com/api/core/v3/people/5463/avatar,44,4141,false,david.nicholls,10,david.nicholls,true,Professional Services,David Nicholls,10,19,23,Professional Services,Level 3
16,Professional Services,46,false,true,16,andy.huntsman,4613,46,16,https://brewspace.jiveland.com/api/core/v3/people/4613/avatar,46,3125,false,andy.huntsman,30,andy.huntsman,true,Professional Services,Andy Huntsman,30,41,35,Professional Services,Level 3
43,Engineering,102,false,true,43,nick,2006,102,43,https://brewspace.jiveland.com/api/core/v3/people/2006/avatar,102,14107,false,nick,59,nick,true,Engineering,Nick Hill,59,158,223,Engineering,Level 5
2,Finance,2,false,true,2,steve.baer,6096,2,2,https://brewspace.jiveland.com/api/core/v3/people/6096/avatar,2,2077,false,steve.baer,0,steve.baer,true,Finance,Steve Baer,0,26,18,Finance,Level 3
417,Product Management,781,false,true,417,amy.stewart,2191,781,417,https://brewspace.jiveland.com/api/core/v3/people/2191/avatar,781,39022,false,amy.stewart,364,amy.stewart,true,Product Management,Amy Stewart,364,167,232,Product Management,Level 6
50,Sales,116,false,true,50,william.volpone,2141,116,50,https://brewspace.jiveland.com/api/core/v3/people/2141/avatar,116,13416,false,william.volpone,66,william.volpone,true,Sales,Billy Volpone,66,173,141,Sales,Level 5
47,Engineering,52,false,true,47,mark.weitzel,3487,52,47,https://brewspace.jiveland.com/api/core/v3/people/3487/avatar,52,23774,false,mark.weitzel,5,mark.weitzel,true,Engineering,Mark Weitzel,5,123,145,Engineering,Level 5
93,Support,225,false,true,93,tiffany.housley,5865,225,93,https://brewspace.jiveland.com/api/core/v3/people/5865/avatar,225,5925,false,tiffany.housley,132,tiffany.housley,true,Support,Tiffany Housley,132,102,50,Support,Level 4
14,Engineering,18,false,true,14,lynn.jepsen,4228,18,14,https://brewspace.jiveland.com/api/core/v3/people/4228/avatar,18,5809,false,lynn.jepsen,4,lynn.jepsen,true,Engineering,Lynn Jepsen,4,39,75,Engineering,Level 4
51,Engineering,86,false,true,51,rob.costanzo,5078,86,51,https://brewspace.jiveland.com/api/core/v3/people/5078/avatar,86,5065,false,rob.costanzo,35,rob.costanzo,true,Engineering,Rob Costanzo,35,46,49,Engineering,Level 4
70,Engineering,75,false,true,70,martin.obrien,4763,75,70,https://brewspace.jiveland.com/api/core/v3/people/4763/avatar,75,10861,false,martin.obrien,5,martin.obrien,true,Engineering,Martin O'Brien,5,22,51,Engineering,Level 4
17,Engineering,18,false,true,17,jody.smith,2206,18,17,https://brewspace.jiveland.com/api/core/v3/people/2206/avatar,18,4537,false,jody.smith,1,jody.smith,true,Engineering,Jody Smith,1,14,54,Engineering,Level 3
1,Engineering,1,false,false,1,david.carmean,4661,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,1057,false,david.carmean,0,david.carmean,true,Engineering,David Carmean,0,25,24,Engineering,Level 2
1,Strategy,1,false,false,1,barry,2004,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,4747,false,barry,0,barry,true,Strategy,Barry Tallis,0,50,103,Strategy,Level 3
7,Hosting,50,false,true,7,luke.meloy,3385,50,7,https://brewspace.jiveland.com/api/core/v3/people/3385/avatar,50,12066,false,luke.meloy,43,luke.meloy,true,Hosting,Luke Meloy,43,38,79,Hosting,Level 5
